# Range [m];Height [m];Real(p) [Pa];Imag(p) [Pa]
1.000000000000000000e+04;5.205864653216080478e+04;-7.978183492788801755e-05;-2.883458471263014166e-04
1.000000000000000000e+04;5.206023458053710783e+04;-8.390393700235087150e-05;-2.869017962634185870e-04
1.000000000000000000e+04;5.210759759452899743e+04;-1.982766926254911648e-04;-2.217162174069254731e-04
1.000000000000000000e+04;5.210918565704805951e+04;-2.013308159345682539e-04;-2.186039798777672993e-04
1.000000000000000000e+04;5.215654864257622103e+04;-2.759562870349051744e-04;-1.128511439724630687e-04
1.000000000000000000e+04;5.215813673722504609e+04;-2.773511840321390910e-04;-1.086732894980313089e-04
1.000000000000000000e+04;5.220549968170509965e+04;-2.964977514367761967e-04;2.099700661356878860e-05
1.000000000000000000e+04;5.220708780961684533e+04;-2.959031898681386023e-04;2.530621004918650436e-05
1.000000000000000000e+04;5.225445074680945982e+04;-2.578685646369700650e-04;1.496895724356979332e-04
1.000000000000000000e+04;5.225603892548649310e+04;-2.554068226859803345e-04;1.533327489682365802e-04
1.000000000000000000e+04;5.230340179575368529e+04;-1.654922930240992549e-04;2.475352392447171981e-04
1.000000000000000000e+04;5.230499007749460725e+04;-1.617549520203837607e-04;2.497482001591794817e-04
1.000000000000000000e+04;5.235235275424805150e+04;-3.936366094262698620e-05;2.944254433377322083e-04
1.000000000000000000e+04;5.235394112912071432e+04;-3.498589521538433698e-05;2.947154858288979174e-04
1.000000000000000000e+04;5.240130376904707373e+04;9.344788849011676749e-05;2.830649841123224209e-04
1.000000000000000000e+04;5.240289202336614107e+04;9.748663096087193725e-05;2.814216875511717729e-04
1.000000000000000000e+04;5.245025488971244340e+04;2.085400683546565761e-04;2.112749669301040292e-04
1.000000000000000000e+04;5.245184298926162592e+04;2.114128617383074355e-04;2.080793614636937048e-04
1.000000000000000000e+04;5.249920602834151941e+04;2.805761796817794838e-04;9.840482031584524172e-05
1.000000000000000000e+04;5.250079407127612649e+04;2.817676933589106925e-04;9.415766712403742227e-05
1.000000000000000000e+04;5.254815711017724971e+04;2.947969640898906582e-04;-3.422711718821909921e-05
1.000000000000000000e+04;5.254974521008997544e+04;2.940155960603806963e-04;-3.847086540952162807e-05
1.000000000000000000e+04;5.259710806862145546e+04;2.500862374428172567e-04;-1.614385338053969882e-04
1.000000000000000000e+04;5.259869623287917784e+04;2.474771530893151664e-04;-1.649420857924874880e-04
1.000000000000000000e+04;5.264605909356412303e+04;1.540978261352918613e-04;-2.541362561957829797e-04
1.000000000000000000e+04;5.264764729126595921e+04;1.502676854466023534e-04;-2.561492485384482347e-04
1.000000000000000000e+04;5.269501017554129066e+04;2.653950497370584008e-05;-2.954525981676640314e-04
1.000000000000000000e+04;5.269659841695317300e+04;2.220583798945887895e-05;-2.955735236985237665e-04
1.000000000000000000e+04;5.274396123301449552e+04;-1.055559865451991317e-04;-2.768323030359127915e-04
1.000000000000000000e+04;5.274554951581428031e+04;-1.095089787479764873e-04;-2.750035052563897962e-04
1.000000000000000000e+04;5.279291224555071676e+04;-2.160877657986621202e-04;-2.022891120586178923e-04
1.000000000000000000e+04;5.279450047001232451e+04;-2.187998444623528180e-04;-1.989513856055798559e-04
1.000000000000000000e+04;5.284186330738729157e+04;-2.831977879084856945e-04;-8.564430681171024255e-05
1.000000000000000000e+04;5.284345150334478240e+04;-2.841867263493983993e-04;-8.142333027875215182e-05
1.000000000000000000e+04;5.289081434397215344e+04;-2.915983516828234427e-04;4.676763914458944833e-05
1.000000000000000000e+04;5.289240252543019596e+04;-2.906306057839591834e-04;5.098671908497993184e-05
1.000000000000000000e+04;5.293976530969022861e+04;-2.414033533657179318e-04;1.711896499947784638e-04
1.000000000000000000e+04;5.294135348348075786e+04;-2.386777994391954441e-04;1.745511624228675849e-04
1.000000000000000000e+04;5.298871639827424224e+04;-1.420137655716921922e-04;2.584433650505088293e-04
1.000000000000000000e+04;5.299030445502648217e+04;-1.381012586908762676e-04;2.603044431620387430e-04
1.000000000000000000e+04;5.303766757253823016e+04;-1.364066268210569071e-05;2.954188150254930955e-04
1.000000000000000000e+04;5.303925555638158403e+04;-9.325255985425890071e-06;2.952853718292836201e-04
1.000000000000000000e+04;5.308661871371403686e+04;1.166454755491164619e-04;2.709863910238801831e-04
1.000000000000000000e+04;5.308820675165671128e+04;1.204863077773991729e-04;2.690784297157132769e-04
1.000000000000000000e+04;5.313556964694800263e+04;2.243382887148546827e-04;1.913383538005243491e-04
1.000000000000000000e+04;5.313715777554632223e+04;2.269025971477647114e-04;1.878628249040964308e-04
1.000000000000000000e+04;5.318452053123792575e+04;2.846772160947095621e-04;7.368436472408189028e-05
1.000000000000000000e+04;5.318610862417376484e+04;2.855084036430303139e-04;6.945099510804581780e-05
1.000000000000000000e+04;5.323347164940075891e+04;2.885866390500082959e-04;-5.849614592879359562e-05
1.000000000000000000e+04;5.323505959616698965e+04;2.874440902336192769e-04;-6.267043978307941412e-05
1.000000000000000000e+04;5.328242288588031806e+04;2.325372875171681682e-04;-1.801183736532936078e-04
1.000000000000000000e+04;5.328401080342365458e+04;2.296922504569417892e-04;-1.833070878217863678e-04
1.000000000000000000e+04;5.333137395974854007e+04;1.312916645425993485e-04;-2.640986840701520775e-04
1.000000000000000000e+04;5.333296198709640885e+04;1.273409436090406873e-04;-2.658213480901521495e-04
1.000000000000000000e+04;5.338032484122490860e+04;3.959396137763180935e-07;-2.933226675285218734e-04
1.000000000000000000e+04;5.338191294757821015e+04;-3.878811307178525394e-06;-2.930453313847546765e-04
1.000000000000000000e+04;5.342927579049455380e+04;-1.267856234163047715e-04;-2.659487289655918917e-04
1.000000000000000000e+04;5.343086383953478799e+04;-1.305528075731846277e-04;-2.638322124319877763e-04
1.000000000000000000e+04;5.347822693300950050e+04;-2.312486358745048578e-04;-1.816115808959775126e-04
1.000000000000000000e+04;5.347981489706136927e+04;-2.336577550381666621e-04;-1.781108687634094790e-04
1.000000000000000000e+04;5.352717810747015756e+04;-2.865949230551527536e-04;-6.274681160401626441e-05
1.000000000000000000e+04;5.352876609134449245e+04;-2.872339967713510790e-04;-5.848048550778440276e-05
1.000000000000000000e+04;5.357612914939656912e+04;-2.857035199084623093e-04;7.046453646273199284e-05
1.000000000000000000e+04;5.357771723545866553e+04;-2.844261481860381512e-04;7.453646771132253128e-05
1.000000000000000000e+04;5.362508009395768750e+04;-2.247772003676426500e-04;1.867853423969384604e-04
1.000000000000000000e+04;5.362666825433514896e+04;-2.218395680085535372e-04;1.899248268037872524e-04
1.000000000000000000e+04;5.367403107205271954e+04;-1.203057356218225921e-04;2.685769747417748421e-04
1.000000000000000000e+04;5.367561923392275639e+04;-1.162857128195549442e-04;2.700299125663319891e-04
1.000000000000000000e+04;5.372298214643737447e+04;8.850972706711230200e-06;2.920529393032065602e-04
1.000000000000000000e+04;5.372457028274504410e+04;1.310159263771375012e-05;2.917055485586365709e-04
1.000000000000000000e+04;5.377193326467180304e+04;1.371310440321185263e-04;2.600365785234377619e-04
1.000000000000000000e+04;5.377352142275101505e+04;1.407444832430089965e-04;2.577329910521670270e-04
1.000000000000000000e+04;5.382088431247408880e+04;2.358591695172361513e-04;1.720296340252167435e-04
1.000000000000000000e+04;5.382247255209481227e+04;2.381767415767247148e-04;1.684960246017478791e-04
1.000000000000000000e+04;5.386983525315768929e+04;2.879978171505775779e-04;5.242777476336375975e-05
1.000000000000000000e+04;5.387142353781140991e+04;2.884705254352050918e-04;4.811099026064904625e-05
1.000000000000000000e+04;5.391878629738267045e+04;2.799424440066641557e-04;-8.006886452404208285e-05
1.000000000000000000e+04;5.392037444608270016e+04;2.785068967808225406e-04;-8.403511594133115221e-05
1.000000000000000000e+04;5.396773743436557561e+04;2.190257343700705570e-04;-1.944625919141012660e-04
1.000000000000000000e+04;5.396932546693658514e+04;2.159693193234168485e-04;-1.974919124765061077e-04
1.000000000000000000e+04;5.401668855296484980e+04;1.078264067993276023e-04;-2.707025660377043903e-04
1.000000000000000000e+04;5.401827656164694054e+04;1.038475130836881226e-04;-2.720215121660758835e-04
1.000000000000000000e+04;5.406563955948141665e+04;-1.853147598058634845e-05;-2.905844839304983569e-04
1.000000000000000000e+04;5.406722760808945895e+04;-2.282580500247029492e-05;-2.900626617270338475e-04
1.000000000000000000e+04;5.411459057451778790e+04;-1.462552204931936918e-04;-2.529639746757479722e-04
1.000000000000000000e+04;5.411617859399106237e+04;-1.497508106423641697e-04;-2.505732533570040788e-04
1.000000000000000000e+04;5.416354165579927940e+04;-2.401728115756503830e-04;-1.640040312177174137e-04
1.000000000000000000e+04;5.416512964297640428e+04;-2.423401910388137430e-04;-1.603480127701694335e-04
1.000000000000000000e+04;5.421249274682739633e+04;-2.899660428854433604e-04;-4.075497435329921851e-05
1.000000000000000000e+04;5.421408074505051627e+04;-2.902915974345597529e-04;-3.652702458408701536e-05
1.000000000000000000e+04;5.426144376711046789e+04;-2.749105680235322448e-04;8.826938365845212625e-05
1.000000000000000000e+04;5.426303179980585992e+04;-2.733977461646338626e-04;9.227196567936063855e-05
1.000000000000000000e+04;5.431039477090165019e+04;-2.112479766575058645e-04;2.016064387584021221e-04
1.000000000000000000e+04;5.431198280222163885e+04;-2.080485894455367981e-04;2.044371955684943631e-04
1.000000000000000000e+04;5.435934583718733484e+04;-9.916793056446468566e-05;2.719415592110116346e-04
1.000000000000000000e+04;5.436093384408416023e+04;-9.517680138806219111e-05;2.731942448905212597e-04
1.000000000000000000e+04;5.440829693098663847e+04;2.913905060565974179e-05;2.892888810136444834e-04
1.000000000000000000e+04;5.440988494701863965e+04;3.336268548059594758e-05;2.885523916708895940e-04
1.000000000000000000e+04;5.445724797537745326e+04;1.532285865347522626e-04;2.454957871814766662e-04
1.000000000000000000e+04;5.445883603572886932e+04;1.566733851531034436e-04;2.430860214566290590e-04
1.000000000000000000e+04;5.450619897426434181e+04;2.447513700076500904e-04;1.553574826425185721e-04
1.000000000000000000e+04;5.450778706384051475e+04;2.467796232063160645e-04;1.515778466369700197e-04
1.000000000000000000e+04;5.455515001355093409e+04;2.882490990704582421e-04;3.016388219872129700e-05
1.000000000000000000e+04;5.455673808238112542e+04;2.884393135574246344e-04;2.598546385161760381e-05
1.000000000000000000e+04;5.460410109594437381e+04;2.717594410418026863e-04;-9.690916766747138160e-05
1.000000000000000000e+04;5.460568915653886506e+04;2.701132634874644795e-04;-1.008645163448397303e-04
1.000000000000000000e+04;5.465305218635915662e+04;2.013001950890102004e-04;-2.082376485757786466e-04
1.000000000000000000e+04;5.465464028983981552e+04;1.980656715657326387e-04;-2.109339575178071301e-04
1.000000000000000000e+04;5.470200321078315028e+04;9.054513502114620860e-05;-2.743160317082856087e-04
1.000000000000000000e+04;5.470359139687012794e+04;8.648337598125657754e-05;-2.754462890184486510e-04
1.000000000000000000e+04;5.475095416231700801e+04;-4.014534643757285918e-05;-2.866339432478346078e-04
1.000000000000000000e+04;5.475254239656024583e+04;-4.428545385956763171e-05;-2.857928733132932540e-04
1.000000000000000000e+04;5.479990520610528620e+04;-1.598884731463199053e-04;-2.400026981768049543e-04
1.000000000000000000e+04;5.480149336867005331e+04;-1.632772878498142178e-04;-2.374340035152963072e-04
1.000000000000000000e+04;5.484885632349460502e+04;-2.500482199927366489e-04;-1.467452428298639559e-04
1.000000000000000000e+04;5.485044444043734256e+04;-2.519196591433384060e-04;-1.429919713804613380e-04
1.000000000000000000e+04;5.489780744599441095e+04;-2.876214818999661151e-04;-2.075043736265569434e-05
1.000000000000000000e+04;5.489939561012801278e+04;-2.877118294601998085e-04;-1.654555936044356870e-05
1.000000000000000000e+04;5.494675844626889011e+04;-2.680458629512074125e-04;1.060044351361863301e-04
1.000000000000000000e+04;5.494834672114108980e+04;-2.662660320575807398e-04;1.098563519461091646e-04
1.000000000000000000e+04;5.499570932280448324e+04;-1.939701621436443375e-04;2.127032189664675567e-04
1.000000000000000000e+04;5.499729760984822497e+04;-1.906805452787644533e-04;2.153446102589028630e-04
1.000000000000000000e+04;5.504466042820332950e+04;-8.172089678650327615e-05;2.774327333358555104e-04
1.000000000000000000e+04;5.504624853521926707e+04;-7.763440591847360704e-05;2.783305614225738221e-04
1.000000000000000000e+04;5.509361159242358553e+04;4.861063652767669475e-05;2.843750953265125397e-04
1.000000000000000000e+04;5.509519959012931940e+04;5.269436150398519467e-05;2.835044548233246883e-04
1.000000000000000000e+04;5.514256271222301439e+04;1.671364941502693894e-04;2.343174620036762282e-04
1.000000000000000000e+04;5.514415072476371279e+04;1.704388092010462549e-04;2.316193299738462268e-04
1.000000000000000000e+04;5.519151367431911058e+04;2.524913236807111187e-04;1.383518486287359315e-04
1.000000000000000000e+04;5.519310175294325018e+04;2.542536743640576714e-04;1.345563203627527145e-04
1.000000000000000000e+04;5.524046467302956444e+04;2.879396409619652754e-04;1.342257252861699522e-05
1.000000000000000000e+04;5.524205270412161917e+04;2.878807009949002713e-04;9.225881283484057326e-06
1.000000000000000000e+04;5.528941577208667877e+04;2.628489900063588893e-04;-1.146227517510942643e-04
1.000000000000000000e+04;5.529100375374080613e+04;2.609901975840620198e-04;-1.183456828767968499e-04
1.000000000000000000e+04;5.533836688806510938e+04;1.873308011234275895e-04;-2.176815165909104077e-04
1.000000000000000000e+04;5.533995488821832259e+04;1.839595313404059778e-04;-2.202571475789172285e-04
1.000000000000000000e+04;5.538731790426088992e+04;7.226118896984838689e-05;-2.783453610370823839e-04
1.000000000000000000e+04;5.538890596688343066e+04;6.818226256012910726e-05;-2.791285988682258037e-04
1.000000000000000000e+04;5.543626889306998055e+04;-5.608495996006197619e-05;-2.820886886726613240e-04
1.000000000000000000e+04;5.543785698193022108e+04;-6.015239869666151725e-05;-2.810296555600853515e-04
1.000000000000000000e+04;5.548521996280047460e+04;-1.740530727631478785e-04;-2.298018663546084594e-04
1.000000000000000000e+04;5.548680805842210248e+04;-1.772316762508973189e-04;-2.270660800084602223e-04
1.000000000000000000e+04;5.553417105904367781e+04;-2.552844130495877961e-04;-1.301198025343460450e-04
1.000000000000000000e+04;5.553575920982786920e+04;-2.569543910339418193e-04;-1.262927811450250098e-04
1.000000000000000000e+04;5.558312208234676655e+04;-2.872408684068312209e-04;-5.285213128864673256e-06
1.000000000000000000e+04;5.558471031155488890e+04;-2.870499801456024257e-04;-1.090576654263835094e-06
1.000000000000000000e+04;5.563207308325392660e+04;-2.585262713470503227e-04;1.201875741086659414e-04
1.000000000000000000e+04;5.563366133664116933e+04;-2.565769218781100954e-04;1.238803482305640539e-04
1.000000000000000000e+04;5.568102416799604543e+04;-1.801752402526798674e-04;2.217124612224359429e-04
1.000000000000000000e+04;5.568261239992546325e+04;-1.767323760748901976e-04;2.241015688278572547e-04
1.000000000000000000e+04;5.572997525102522195e+04;-6.447931601829989768e-05;2.791561150054569485e-04
1.000000000000000000e+04;5.573156351231475128e+04;-6.040379056495972577e-05;2.798674796697951986e-04
1.000000000000000000e+04;5.577892625552992104e+04;6.457914526095855502e-05;2.779103578117048806e-04
1.000000000000000000e+04;5.578051453621927067e+04;6.859552523918664680e-05;2.767643419462552552e-04
1.000000000000000000e+04;5.582787724395506666e+04;1.787945250579414571e-04;2.222932522564292131e-04
1.000000000000000000e+04;5.582946544576420274e+04;1.819109683570510106e-04;2.194404536758573791e-04
1.000000000000000000e+04;5.587682834319930407e+04;2.583380764615042209e-04;1.224564602220499848e-04
1.000000000000000000e+04;5.587841640030897543e+04;2.598696740817214596e-04;1.185844039107844728e-04
1.000000000000000000e+04;5.592577947583667265e+04;2.850162033002801173e-04;-4.047043282830013992e-06
1.000000000000000000e+04;5.592736749812900234e+04;2.847318544650203134e-04;-8.176202491822178031e-06
1.000000000000000000e+04;5.597473052928799734e+04;2.543608195096041364e-04;-1.286480872757306477e-04
1.000000000000000000e+04;5.597631861990087782e+04;2.522977519933082948e-04;-1.322690638727374115e-04
1.000000000000000000e+04;5.602368149136948341e+04;1.715675492002319963e-04;-2.261338195855524993e-04
1.000000000000000000e+04;5.602526966355546756e+04;1.681067492282726367e-04;-2.285048962527670767e-04
1.000000000000000000e+04;5.607263247197525925e+04;5.663703336910819007e-05;-2.794575963744458575e-04
1.000000000000000000e+04;5.607422069144427223e+04;5.250943396680698321e-05;-2.799692837289151207e-04
1.000000000000000000e+04;5.612158354711415450e+04;-7.338847782289814701e-05;-2.766394579842115006e-04
1.000000000000000000e+04;5.612317183541681152e+04;-7.731022721766489341e-05;-2.754085871885337882e-04
1.000000000000000000e+04;5.617053466593618941e+04;-1.845805400522252684e-04;-2.162552445297609915e-04
1.000000000000000000e+04;5.617212314173658524e+04;-1.876438867151101163e-04;-2.133603090220065552e-04
1.000000000000000000e+04;5.621948569371406484e+04;-2.615664829086822491e-04;-1.137771458235657251e-04
1.000000000000000000e+04;5.622107447777765628e+04;-2.629619704877243953e-04;-1.098943632997877163e-04
1.000000000000000000e+04;5.626843647673882515e+04;-2.840605988859393628e-04;1.143723348699399325e-05
1.000000000000000000e+04;5.627002555169555853e+04;-2.836936962910788945e-04;1.563439651101771773e-05
1.000000000000000000e+04;5.631738744587934343e+04;-2.504227073516992227e-04;1.347536190354912044e-04
1.000000000000000000e+04;5.631897621837064798e+04;-2.482400709489833370e-04;1.382127111962830693e-04
1.000000000000000000e+04;5.636633866212246357e+04;-1.649753937171083526e-04;2.314777972614676257e-04
1.000000000000000000e+04;5.636792711049901118e+04;-1.614936446770139143e-04;2.337617194146956491e-04
1.000000000000000000e+04;5.641528991718222824e+04;-4.866008856264300304e-05;2.797913548360664456e-04
1.000000000000000000e+04;5.641687826666844194e+04;-4.451878502902308624e-05;2.802382032549316938e-04
1.000000000000000000e+04;5.646424096088330407e+04;8.009256070492626030e-05;2.728381209905157484e-04
1.000000000000000000e+04;5.646582940777603653e+04;8.396110962839020567e-05;2.714816475119477177e-04
1.000000000000000000e+04;5.651319181346640835e+04;1.903053224626910045e-04;2.111875089946278815e-04
1.000000000000000000e+04;5.651478026455706276e+04;1.932645391987197563e-04;2.081903995177138849e-04
1.000000000000000000e+04;5.656214290029108088e+04;2.634125374672775842e-04;1.064151744868181590e-04
1.000000000000000000e+04;5.656373107770850766e+04;2.647160413917714846e-04;1.025513273332950598e-04
1.000000000000000000e+04;5.661109408516699477e+04;2.830000756050949327e-04;-2.010321214879708563e-05
1.000000000000000000e+04;5.661268208130051789e+04;2.825004146353151053e-04;-2.424223875907955021e-05
1.000000000000000000e+04;5.666004523817523295e+04;2.457148991510882874e-04;-1.412371178192612948e-04
1.000000000000000000e+04;5.666163322576862265e+04;2.434648137698366304e-04;-1.446935444134849066e-04
1.000000000000000000e+04;5.670899622916213411e+04;1.588527260586046399e-04;-2.345722916361440567e-04
1.000000000000000000e+04;5.671058427519132965e+04;1.552946544934630008e-04;-2.366976257922226076e-04
1.000000000000000000e+04;5.675794719850083493e+04;4.070375126793127394e-05;-2.810396056140513840e-04
1.000000000000000000e+04;5.675953523293753096e+04;3.661189635715276017e-05;-2.813758751437655560e-04
1.000000000000000000e+04;5.680689828324556584e+04;-8.669598424908918203e-05;-2.700994641467723847e-04
1.000000000000000000e+04;5.680848626667325880e+04;-9.056766361409848936e-05;-2.686503946973741743e-04
1.000000000000000000e+04;5.685584939646114071e+04;-1.947402426082301861e-04;-2.046812986817671590e-04
1.000000000000000000e+04;5.685743738460456370e+04;-1.975608047117870865e-04;-2.016659703731962805e-04
1.000000000000000000e+04;5.690480041945225821e+04;-2.650358632581824932e-04;-9.893095942610640879e-05
1.000000000000000000e+04;5.690638844995258114e+04;-2.662650969426806212e-04;-9.497229671205470426e-05
1.000000000000000000e+04;5.695375141021074523e+04;-2.809678561832127286e-04;2.705744224622266681e-05
1.000000000000000000e+04;5.695533944022432115e+04;-2.803245938501617890e-04;3.111136527469990587e-05
1.000000000000000000e+04;5.700270247624206968e+04;-2.405109056046044217e-04;1.481214631976689958e-04
1.000000000000000000e+04;5.700429046948636096e+04;-2.382206006144030265e-04;1.514935460760132870e-04
1.000000000000000000e+04;5.705165358266575640e+04;-1.509830605932229179e-04;2.384436916183757093e-04
1.000000000000000000e+04;5.705324157661943173e+04;-1.473438380198439229e-04;2.404867854378062262e-04
1.000000000000000000e+04;5.710060463097869797e+04;-3.301301265599054444e-05;2.804470199626014708e-04
1.000000000000000000e+04;5.710219267781962844e+04;-2.894676555867912665e-05;2.806789934988498372e-04
1.000000000000000000e+04;5.714955561818971182e+04;9.470308936609619270e-05;2.672290160380057342e-04
1.000000000000000000e+04;5.715114368698005273e+04;9.852058567504650441e-05;2.656379202757998379e-04
1.000000000000000000e+04;5.719850666012493457e+04;1.997758742176588935e-04;1.989161308888458680e-04
1.000000000000000000e+04;5.720009472412360628e+04;2.025110931893352086e-04;1.958618831779378199e-04
1.000000000000000000e+04;5.724745775770813634e+04;2.672486160203077759e-04;9.102335991570356286e-05
1.000000000000000000e+04;5.724904583984040801e+04;2.683665671690230355e-04;8.706444803549937179e-05
1.000000000000000000e+04;5.729640882684122334e+04;2.789345271326666687e-04;-3.489815489137336517e-05
1.000000000000000000e+04;5.729799697029031086e+04;2.781936594637764311e-04;-3.895737760571578592e-05
1.000000000000000000e+04;5.734535981142395758e+04;2.362064300227241704e-04;-1.536439766015189660e-04
1.000000000000000000e+04;5.734694800066165772e+04;2.338066308074147979e-04;-1.569191852424941613e-04
1.000000000000000000e+04;5.739431083000658691e+04;1.433122473700748222e-04;-2.420838443189913560e-04
1.000000000000000000e+04;5.739589894184023433e+04;1.396861869094372858e-04;-2.440178694365936752e-04
1.000000000000000000e+04;5.744326190632375074e+04;2.503007337020087136e-05;-2.803985319328329670e-04
1.000000000000000000e+04;5.744484994885969354e+04;2.091502334220320981e-05;-2.805135047533024984e-04
1.000000000000000000e+04;5.749221302148984250e+04;-1.019234613657543230e-04;-2.635675939875962840e-04
1.000000000000000000e+04;5.749380105858081515e+04;-1.056265269628657398e-04;-2.618963345171103157e-04
1.000000000000000000e+04;5.754116409338354424e+04;-2.051793959461654438e-04;-1.925164447111677097e-04
1.000000000000000000e+04;5.754275220161886682e+04;-2.078607692822450888e-04;-1.893727198996724424e-04
1.000000000000000000e+04;5.759011506496396032e+04;-2.692749118389270750e-04;-8.338003567575598743e-05
1.000000000000000000e+04;5.759170322895120626e+04;-2.702352008862935113e-04;-7.941408981955355088e-05
1.000000000000000000e+04;5.763906606891989213e+04;-2.775538576284366826e-04;4.244322686864124386e-05
1.000000000000000000e+04;5.764065423089230171e+04;-2.767528497705624654e-04;4.647147479773020131e-05
1.000000000000000000e+04;5.768801715539002180e+04;-2.313236402219725444e-04;1.599866475477844732e-04
1.000000000000000000e+04;5.768960530565663794e+04;-2.287870347038232469e-04;1.631782472084710215e-04
1.000000000000000000e+04;5.773696827413090068e+04;-1.369970749218937789e-04;2.450460202343785290e-04
1.000000000000000000e+04;5.773855648144907900e+04;-1.333780767274921129e-04;2.468825559871121156e-04
1.000000000000000000e+04;5.778591931563491380e+04;-1.679763999970144392e-05;2.800880333034921313e-04
1.000000000000000000e+04;5.778750765442028205e+04;-1.266208349984977716e-05;2.800896335262124687e-04
1.000000000000000000e+04;5.783487024134772946e+04;1.079269516901551723e-04;2.595467246102024458e-04
1.000000000000000000e+04;5.783645867659043870e+04;1.115547957346710496e-04;2.577647390887878457e-04
1.000000000000000000e+04;5.788382117654024478e+04;2.103662989188993153e-04;1.862772150991310444e-04
1.000000000000000000e+04;5.788540947504247015e+04;2.129510902138434091e-04;1.830800322476478458e-04
1.000000000000000000e+04;5.793277235285152710e+04;2.697434275166587614e-04;7.513508353836816306e-05
1.000000000000000000e+04;5.793436044047150062e+04;2.705963234405528331e-04;7.114768599991121557e-05
1.000000000000000000e+04;5.798172355364239047e+04;2.758016515185916784e-04;-5.019806534800697680e-05
1.000000000000000000e+04;5.798331154350234283e+04;2.748730308332343174e-04;-5.417910039601020120e-05
1.000000000000000000e+04;5.803067461776579876e+04;2.251724910075271902e-04;-1.658000666103156976e-04
1.000000000000000000e+04;5.803226266006415244e+04;2.225720813391683748e-04;-1.689423609497959816e-04
1.000000000000000000e+04;5.807962553055653552e+04;1.298885184594246033e-04;-2.479070584603780417e-04
1.000000000000000000e+04;5.808121362078320089e+04;1.262074104821607739e-04;-2.495944235648499786e-04
1.000000000000000000e+04;5.812857650181232020e+04;7.803116810994734824e-06;-2.795289733726598422e-04
1.000000000000000000e+04;5.813016453030926641e+04;3.707570005646553606e-06;-2.794474179195117645e-04
1.000000000000000000e+04;5.817752764929058321e+04;-1.146083476688101749e-04;-2.551055890359256581e-04
1.000000000000000000e+04;5.817911559038633277e+04;-1.182082880225392943e-04;-2.532088763486278261e-04
1.000000000000000000e+04;5.822647882296114403e+04;-2.156549486773863685e-04;-1.788503687440477037e-04
1.000000000000000000e+04;5.822806677628698526e+04;-2.180970351152811755e-04;-1.756076888389849176e-04
1.000000000000000000e+04;5.827542985036261234e+04;-2.711145131543823018e-04;-6.714943850171139941e-05
1.000000000000000000e+04;5.827701788924627908e+04;-2.718883585227571328e-04;-6.311322894878053781e-05
1.000000000000000000e+04;5.832438078544623568e+04;-2.733848973690700536e-04;5.866668398019567323e-05
1.000000000000000000e+04;5.832596886460574751e+04;-2.723171193921567531e-04;6.255805091623972323e-05
1.000000000000000000e+04;5.837333179074021609e+04;-2.199011983720741323e-04;1.722308256205666197e-04
1.000000000000000000e+04;5.837491983534902101e+04;-2.172299661946048362e-04;1.753307049181299072e-04
1.000000000000000000e+04;5.842228290194320289e+04;-1.219705333289177173e-04;2.506974685760238230e-04
1.000000000000000000e+04;5.842387091544366558e+04;-1.182498822297316780e-04;2.522572141415638908e-04
1.000000000000000000e+04;5.847123402481336962e+04;1.244116670481933150e-07;2.788896935226473431e-04
1.000000000000000000e+04;5.847282207393856515e+04;4.205307175531837248e-06;2.786830990455888978e-04
1.000000000000000000e+04;5.852018507933995716e+04;1.222738467936358893e-04;2.508966579328794741e-04
1.000000000000000000e+04;5.852177321277306328e+04;1.258012179799617282e-04;2.489041885801680158e-04
1.000000000000000000e+04;5.856913606781934504e+04;2.196867924389484417e-04;1.715485457276405318e-04
1.000000000000000000e+04;5.857072424940836936e+04;2.220277714402321906e-04;1.682498663796791341e-04
1.000000000000000000e+04;5.861808705554500193e+04;2.729559383516953546e-04;5.808548252579178079e-05
1.000000000000000000e+04;5.861967521315564954e+04;2.735992066551071102e-04;5.403877743433683042e-05
1.000000000000000000e+04;5.866703812743342860e+04;2.698336859596430675e-04;-6.622211436832748873e-05
1.000000000000000000e+04;5.866862623907595844e+04;2.686641142424792475e-04;-7.009489622887688897e-05
1.000000000000000000e+04;5.871598924033241201e+04;2.147989430543443179e-04;-1.791858543241636043e-04
1.000000000000000000e+04;5.871757737863875809e+04;2.120150794246979337e-04;-1.821417933334435650e-04
1.000000000000000000e+04;5.876494032380136196e+04;1.132135644969430336e-04;-2.534385631544323024e-04
1.000000000000000000e+04;5.876652856405131752e+04;1.094906493416529812e-04;-2.549370797237416079e-04
1.000000000000000000e+04;5.881389127634947363e+04;-8.423946925887281206e-06;-2.781445601728125129e-04
1.000000000000000000e+04;5.881547957552604203e+04;-1.251008689407147093e-05;-2.777699588730743962e-04
1.000000000000000000e+04;5.886284227481230482e+04;-1.296443384693802300e-04;-2.456921107658143724e-04
1.000000000000000000e+04;5.886443051081798330e+04;-1.331019463994295802e-04;-2.436376537285309422e-04
1.000000000000000000e+04;5.891179337707365630e+04;-2.239677349398748463e-04;-1.647072896400564258e-04
1.000000000000000000e+04;5.891338152868399629e+04;-2.261761028579602109e-04;-1.612868872153615219e-04
1.000000000000000000e+04;5.896074450014466129e+04;-2.741160315908590817e-04;-4.866547084343567434e-05
1.000000000000000000e+04;5.896233266567574174e+04;-2.746451720129506604e-04;-4.468944253067298647e-05
